episode,return,average_return
2702,-514.0,-510.8618421052632
2703,-464.5,-510.55882352941177
2704,-464.5,-510.2597402597403
2705,-590.5,-510.7774193548387
2706,-464.5,-510.4807692307692
2707,-464.5,-510.187898089172
2708,-554.5,-510.46835443037975
2709,-581.5,-510.91509433962267
2710,-475.0,-510.690625
2711,-607.0,-511.2888198757764
2712,-464.5,-511.0
2713,-464.5,-510.7147239263804
2714,-464.5,-510.4329268292683
2715,-553.0,-510.6909090909091
2716,-464.5,-510.41265060240966
2717,-464.5,-510.1377245508982
2718,-464.5,-509.86607142857144
2719,-517.0,-509.9082840236686
2720,-464.5,-509.6411764705882
2721,-464.5,-509.37719298245617
2722,-464.5,-509.1162790697674
2723,-464.5,-508.85838150289015
2724,-584.5,-509.2931034482759
2725,-464.5,-509.03714285714284
2726,-518.5,-509.09090909090907
2727,-464.5,-508.83898305084745
2728,-851.5,-510.76404494382024
2729,-464.5,-510.50558659217876
2730,-464.5,-510.25
2731,-499.0,-510.1878453038674
2732,-464.5,-509.9368131868132
2733,-476.5,-509.75409836065575
2734,-464.5,-509.50815217391306
2735,-476.5,-509.3297297297297
2736,-568.0,-509.64516129032256
2737,-476.5,-509.46791443850265
2738,-476.5,-509.2925531914894
2739,-581.5,-509.6746031746032
2740,-662.5,-510.4789473684211
2741,-464.5,-510.23821989528795
2742,-494.5,-510.15625
2743,-476.5,-509.9818652849741
2744,-476.5,-509.80927835051546
2745,-475.0,-509.6307692307692
2746,-476.5,-509.46173469387753
2747,-476.5,-509.29441624365484
2748,-476.5,-509.1287878787879
2749,-476.5,-508.964824120603
2750,-476.5,-508.8025
2751,-476.5,-508.64179104477614
2752,-464.5,-508.4232673267327
2753,-464.5,-508.2068965517241
2754,-500.5,-508.16911764705884
2755,-464.5,-507.9560975609756
2756,-464.5,-507.74514563106794
2757,-502.0,-507.7173913043478
2758,-535.0,-507.8485576923077
2759,-550.0,-508.05023923444975
2760,-521.5,-508.1142857142857
2761,-607.0,-508.58293838862556
2762,-464.5,-508.375
2763,-476.5,-508.22535211267603
2764,-475.0,-508.0700934579439
2765,-476.5,-507.92325581395346
2766,-476.5,-507.77777777777777
2767,-476.5,-507.6336405529954
2768,-476.5,-507.4908256880734
2769,-566.5,-507.76027397260276
2770,-476.5,-507.6181818181818
2771,-887.5,-509.3371040723982
2772,-476.5,-509.18918918918916
2773,-475.0,-509.0358744394619
2774,-476.5,-508.890625
2775,-464.5,-508.6933333333333
2776,-499.0,-508.6504424778761
2777,-476.5,-508.50881057268725
2778,-572.5,-508.7894736842105
2779,-641.5,-509.36899563318775
2780,-686.5,-510.1391304347826
2781,-464.5,-509.9415584415584
2782,-476.5,-509.79741379310343
2783,-476.5,-509.65450643776825
2784,-512.5,-509.6666666666667
2785,-496.0,-509.6085106382979
2786,-580.0,-509.90677966101697
2787,-530.5,-509.99367088607596
2788,-569.5,-510.2436974789916
2789,-476.5,-510.10251046025104
2790,-847.0,-511.50625
2791,-475.0,-511.35477178423236
2792,-464.5,-511.1611570247934
2793,-476.5,-511.01851851851853
2794,-464.5,-510.827868852459
2795,-464.5,-510.6387755102041
2796,-464.5,-510.4512195121951
2797,-464.5,-510.2651821862348
2798,-464.5,-510.0806451612903
2799,-502.0,-510.04819277108436
2800,-464.5,-509.866
2801,-530.5,-509.9482071713147
2802,-464.5,-509.76785714285717
2803,-464.5,-509.5889328063241
2804,-596.5,-509.93110236220474
2805,-512.5,-509.94117647058823
2806,-464.5,-509.763671875
2807,-542.5,-509.8910505836576
2808,-638.5,-510.38953488372096
2809,-464.5,-510.2123552123552
2810,-464.5,-510.03653846153844
2811,-464.5,-509.86206896551727
2812,-464.5,-509.6889312977099
2813,-464.5,-509.5171102661597
2814,-464.5,-509.34659090909093
2815,-464.5,-509.17735849056606
2816,-464.5,-509.0093984962406
2817,-521.5,-509.0561797752809
2818,-464.5,-508.8899253731343
2819,-574.0,-509.13197026022306
2820,-464.5,-508.96666666666664
2821,-607.0,-509.32841328413286
2822,-584.5,-509.6047794117647
2823,-500.5,-509.57142857142856
2824,-464.5,-509.4069343065693
2825,-464.5,-509.24363636363637
2826,-464.5,-509.08152173913044
2827,-464.5,-508.92057761732855
2828,-580.0,-509.17625899280574
2829,-464.5,-509.01612903225805
2830,-464.5,-508.85714285714283
2831,-464.5,-508.69928825622776
2832,-536.5,-508.79787234042556
2833,-464.5,-508.64134275618375
2834,-529.0,-508.7130281690141
2835,-464.5,-508.5578947368421
2836,-476.5,-508.4458041958042
2837,-464.5,-508.2926829268293
2838,-464.5,-508.140625
2839,-464.5,-507.9896193771626
2840,-464.5,-507.8396551724138
2841,-464.5,-507.69072164948454
2842,-464.5,-507.5428082191781
2843,-464.5,-507.39590443686006
2844,-500.5,-507.3724489795918
2845,-464.5,-507.2271186440678
2846,-517.0,-507.26013513513516
2847,-464.5,-507.1161616161616
2848,-508.0,-507.1191275167785
2849,-592.0,-507.40301003344484
2850,-464.5,-507.26
2851,-464.5,-507.1179401993355
2852,-475.0,-507.0115894039735
2853,-464.5,-506.8712871287129
2854,-521.5,-506.9194078947368
2855,-464.5,-506.78032786885245
2856,-568.0,-506.98039215686276
2857,-476.5,-506.88110749185665
2858,-475.0,-506.7775974025974
2859,-502.0,-506.7621359223301
2860,-464.5,-506.6258064516129
2861,-583.0,-506.87138263665594
2862,-464.5,-506.7355769230769
2863,-464.5,-506.6006389776358
2864,-464.5,-506.46656050955414
2865,-464.5,-506.3333333333333
2866,-464.5,-506.2009493670886
2867,-464.5,-506.0694006309148
2868,-551.5,-506.2122641509434
2869,-464.5,-506.08150470219437
2870,-464.5,-505.9515625
2871,-464.5,-505.8224299065421
2872,-464.5,-505.694099378882
2873,-464.5,-505.56656346749224
2874,-517.0,-505.60185185185185
2875,-464.5,-505.4753846153846
2876,-682.0,-506.01687116564415
2877,-464.5,-505.88990825688074
2878,-674.5,-506.4039634146341
2879,-607.0,-506.709726443769
2880,-464.5,-506.58181818181816
2881,-559.0,-506.74018126888217
2882,-607.0,-507.0421686746988
2883,-464.5,-506.9144144144144
2884,-464.5,-506.7874251497006
2885,-464.5,-506.6611940298507
2886,-464.5,-506.5357142857143
2887,-602.5,-506.82047477744806
2888,-464.5,-506.6952662721894
2889,-464.5,-506.570796460177
2890,-488.5,-506.5176470588235
2891,-550.0,-506.64516129032256
2892,-475.0,-506.55263157894734
2893,-668.5,-507.0247813411079
2894,-464.5,-506.9011627906977
2895,-464.5,-506.7782608695652
2896,-500.5,-506.76011560693644
2897,-545.5,-506.871757925072
2898,-464.5,-506.75
2899,-464.5,-506.6289398280802
2900,-514.0,-506.65
2901,-464.5,-506.52991452991455
2902,-464.5,-506.4105113636364
2903,-551.5,-506.5382436260623
2904,-464.5,-506.4194915254237
2905,-464.5,-506.30140845070423
2906,-773.5,-507.0519662921348
2907,-464.5,-506.93277310924367
2908,-464.5,-506.81424581005587
2909,-475.0,-506.72562674094706
2910,-464.5,-506.60833333333335
2911,-464.5,-506.4916897506925
2912,-524.5,-506.5414364640884
2913,-506.5,-506.5413223140496
2914,-655.0,-506.9491758241758
2915,-625.0,-507.27260273972604
2916,-487.0,-507.2172131147541
2917,-692.5,-507.72207084468664
2918,-475.0,-507.63315217391306
2919,-475.0,-507.5447154471545
2920,-464.5,-507.4283783783784
2921,-508.0,-507.4299191374663
2922,-464.5,-507.31451612903226
2923,-637.0,-507.66219839142093
2924,-475.0,-507.5748663101604
2925,-475.0,-507.488
2926,-464.5,-507.37367021276594
2927,-529.0,-507.4310344827586
2928,-697.0,-507.9325396825397
2929,-464.5,-507.8179419525066
2930,-476.5,-507.73552631578946
2931,-464.5,-507.62204724409446
2932,-475.0,-507.5366492146597
2933,-464.5,-507.4242819843342
2934,-476.5,-507.34375
2935,-475.0,-507.2597402597403
2936,-464.5,-507.14896373056996
2937,-536.5,-507.2248062015504
2938,-514.0,-507.24226804123714
2939,-625.0,-507.54498714652954
2940,-476.5,-507.4653846153846
2941,-590.5,-507.6777493606138
2942,-464.5,-507.5676020408163
2943,-464.5,-507.4580152671756
2944,-487.0,-507.4060913705584
2945,-598.0,-507.6354430379747
2946,-464.5,-507.5265151515151
2947,-464.5,-507.4181360201511
2948,-535.0,-507.48743718592965
2949,-464.5,-507.3796992481203
2950,-508.0,-507.38125
2951,-464.5,-507.27431421446386
2952,-464.5,-507.1679104477612
2953,-667.0,-507.56451612903226
2954,-530.5,-507.6212871287129
2955,-464.5,-507.5148148148148
2956,-535.0,-507.58251231527095
2957,-632.5,-507.8894348894349
2958,-584.5,-508.0772058823529
2959,-512.5,-508.0880195599022
2960,-476.5,-508.0109756097561
2961,-464.5,-507.9051094890511
2962,-464.5,-507.7997572815534
2963,-464.5,-507.6949152542373
2964,-464.5,-507.59057971014494
2965,-464.5,-507.4867469879518
2966,-464.5,-507.38341346153845
2967,-619.0,-507.65107913669067
2968,-544.0,-507.738038277512
2969,-539.5,-507.81384248210026
2970,-464.5,-507.7107142857143
2971,-668.5,-508.09263657957246
2972,-515.5,-508.1101895734597
2973,-464.5,-508.0070921985816
2974,-476.5,-507.93278301886795
2975,-500.5,-507.9152941176471
2976,-476.5,-507.84154929577466
2977,-613.0,-508.08782201405154
2978,-475.0,-508.0105140186916
2979,-475.0,-507.93356643356645
2980,-476.5,-507.86046511627904
2981,-475.0,-507.78422273781905
2982,-464.5,-507.68402777777777
2983,-533.5,-507.74364896073905
2984,-464.5,-507.64400921658984
2985,-512.5,-507.6551724137931
2986,-643.0,-507.9655963302752
2987,-464.5,-507.8661327231121
2988,-671.5,-508.23972602739724
2989,-464.5,-508.1400911161731
2990,-655.0,-508.47386363636366
2991,-464.5,-508.3741496598639
2992,-476.5,-508.302036199095
2993,-476.5,-508.23024830699774
2994,-475.0,-508.1554054054054
2995,-476.5,-508.0842696629214
2996,-476.5,-508.0134529147982
2997,-625.0,-508.2751677852349
2998,-475.0,-508.20089285714283
2999,-476.5,-508.130289532294
3000,-515.5,-508.14666666666665
3001,-476.5,-508.07649667405764
3002,-584.5,-508.24557522123894
3003,-464.5,-508.14900662251654
3004,-464.5,-508.05286343612335
3005,-464.5,-507.95714285714286
3006,-464.5,-507.8618421052632
3007,-614.5,-508.09518599562364
3008,-464.5,-508.0
3009,-464.5,-507.9052287581699
3010,-464.5,-507.8108695652174
3011,-476.5,-507.74295010845987
3012,-499.0,-507.72402597402595
3013,-605.5,-507.9352051835853
3014,-464.5,-507.8415948275862
3015,-625.0,-508.09354838709675
3016,-479.5,-508.03218884120173
3017,-499.0,-508.0128479657388
3018,-464.5,-507.91987179487177
3019,-524.5,-507.95522388059703
3020,-554.5,-508.0542553191489
3021,-464.5,-507.96178343949043
3022,-464.5,-507.86970338983053
3023,-464.5,-507.77801268498945
3024,-550.0,-507.86708860759495
3025,-476.5,-507.80105263157895
3026,-464.5,-507.71008403361344
3027,-496.0,-507.685534591195
3028,-464.5,-507.5951882845188
3029,-464.5,-507.5052192066806
3030,-464.5,-507.415625
3031,-535.0,-507.47297297297297
3032,-464.5,-507.3838174273859
3033,-464.5,-507.2950310559006
3034,-464.5,-507.20661157024796
3035,-464.5,-507.1185567010309
3036,-464.5,-507.0308641975309
3037,-496.0,-507.0082135523614
3038,-574.0,-507.1454918032787
3039,-464.5,-507.05828220858893
3040,-464.5,-506.9714285714286
3041,-476.5,-506.9093686354379
3042,-530.5,-506.9573170731707
3043,-464.5,-506.87119675456387
3044,-583.0,-507.02530364372467
3045,-464.5,-506.93939393939394
3046,-511.0,-506.9475806451613
3047,-607.0,-507.14889336016097
3048,-584.5,-507.3042168674699
3049,-475.0,-507.2394789579158
3050,-464.5,-507.154
3051,-475.0,-507.0898203592814
3052,-464.5,-507.0049800796813
3053,-602.5,-507.1948310139165
3054,-494.5,-507.16964285714283
3055,-499.0,-507.15346534653463
3056,-464.5,-507.0691699604743
3057,-476.5,-507.00887573964496
3058,-464.5,-506.9251968503937
3059,-514.0,-506.93909626719056
3060,-464.5,-506.8558823529412
3061,-496.0,-506.83463796477497
3062,-464.5,-506.751953125
3063,-464.5,-506.66959064327483
3064,-464.5,-506.5875486381323
3065,-464.5,-506.50582524271846
3066,-464.5,-506.4244186046512
3067,-464.5,-506.34332688588006
3068,-464.5,-506.26254826254825
3069,-827.5,-506.8815028901734
3070,-524.5,-506.9153846153846
3071,-464.5,-506.83397312859887
3072,-464.5,-506.7528735632184
3073,-476.5,-506.6950286806883
3074,-464.5,-506.6145038167939
3075,-476.5,-506.5571428571429
3076,-464.5,-506.4771863117871
3077,-464.5,-506.3975332068311
3078,-464.5,-506.3181818181818
3079,-475.0,-506.25897920604916
3080,-464.5,-506.1801886792453
3081,-517.0,-506.2005649717514
3082,-476.5,-506.14473684210526
3083,-464.5,-506.06660412757975
3084,-464.5,-505.9887640449438
3085,-464.5,-505.91121495327104
3086,-464.5,-505.8339552238806
3087,-464.5,-505.75698324022346
3088,-464.5,-505.6802973977695
3089,-464.5,-505.6038961038961
3090,-488.5,-505.5722222222222
3091,-739.0,-506.003696857671
3092,-464.5,-505.9271217712177
3093,-464.5,-505.8508287292818
3094,-464.5,-505.7748161764706
3095,-626.5,-505.99633027522935
3096,-464.5,-505.9203296703297
3097,-464.5,-505.84460694698356
3098,-464.5,-505.7691605839416
3099,-464.5,-505.69398907103823
3100,-464.5,-505.6190909090909
3101,-464.5,-505.54446460980034
3102,-490.0,-505.51630434782606
3103,-464.5,-505.44213381555153
3104,-464.5,-505.3682310469314
3105,-464.5,-505.29459459459457
3106,-464.5,-505.2212230215827
3107,-464.5,-505.14811490125675
3108,-464.5,-505.0752688172043
3109,-464.5,-505.0026833631485
3110,-529.0,-505.04553571428573
3111,-565.0,-505.1524064171123
3112,-464.5,-505.0800711743772
3113,-761.5,-505.5355239786856
3114,-476.5,-505.4840425531915
3115,-464.5,-505.41150442477874
3116,-475.0,-505.3577738515901
3117,-464.5,-505.2857142857143
3118,-464.5,-505.21390845070425
3119,-479.5,-505.16871704745165
3120,-488.5,-505.13947368421054
3121,-500.5,-505.1313485113835
3122,-475.0,-505.0786713286713
3123,-464.5,-505.0078534031414
3124,-464.5,-504.93728222996515
3125,-521.5,-504.96608695652174
3126,-475.0,-504.9140625
3127,-464.5,-504.844020797227
3128,-475.0,-504.7923875432526
3129,-464.5,-504.72279792746116
3130,-542.5,-504.78793103448277
3131,-475.0,-504.736660929432
3132,-524.5,-504.77061855670104
3133,-476.5,-504.7221269296741
3134,-476.5,-504.673801369863
3135,-476.5,-504.625641025641
3136,-475.0,-504.5750853242321
3137,-475.0,-504.52470187393527
3138,-476.5,-504.4770408163265
3139,-475.0,-504.4269949066214
3140,-464.5,-504.3593220338983
3141,-476.5,-504.31218274111677
3142,-476.5,-504.2652027027027
3143,-464.5,-504.1981450252951
3144,-550.0,-504.27525252525254
3145,-464.5,-504.20840336134455
3146,-476.5,-504.16191275167785
3147,-476.5,-504.11557788944725
3148,-476.5,-504.06939799331104
3149,-464.5,-504.00333889816363
3150,-475.0,-503.955
3151,-464.5,-503.8893510815308
3152,-464.5,-503.8239202657807
3153,-464.5,-503.7587064676617
3154,-464.5,-503.69370860927154
3155,-464.5,-503.6289256198347
3156,-464.5,-503.56435643564356
3157,-464.5,-503.5
3158,-464.5,-503.4358552631579
3159,-464.5,-503.371921182266
3160,-464.5,-503.3081967213115
3161,-464.5,-503.24468085106383
3162,-476.5,-503.20098039215685
3163,-476.5,-503.1574225122349
3164,-476.5,-503.114006514658
3165,-602.5,-503.27560975609754
3166,-475.0,-503.2297077922078
3167,-626.5,-503.4294975688817
3168,-475.0,-503.38349514563106
3169,-475.0,-503.33764135702745
3170,-475.0,-503.291935483871
3171,-475.0,-503.2463768115942
3172,-475.0,-503.2009646302251
3173,-475.0,-503.1556982343499
3174,-548.5,-503.22836538461536
3175,-464.5,-503.1664
3176,-475.0,-503.1214057507987
3177,-614.5,-503.29904306220095
3178,-464.5,-503.2372611464968
3179,-464.5,-503.1756756756757
3180,-464.5,-503.1142857142857
3181,-569.5,-503.21949286846274
3182,-514.0,-503.2365506329114
3183,-464.5,-503.17535545023696
3184,-524.5,-503.2089905362776
3185,-464.5,-503.14803149606297
3186,-464.5,-503.0872641509434
3187,-464.5,-503.02668759811615
3188,-464.5,-502.9663009404389
3189,-464.5,-502.90610328638496
3190,-464.5,-502.84609375
3191,-496.0,-502.83541341653665
3192,-643.0,-503.053738317757
3193,-475.0,-503.01010886469675
3194,-464.5,-502.9503105590062
3195,-475.0,-502.90697674418607
3196,-464.5,-502.84752321981426
3197,-596.5,-502.9922720247295
3198,-517.0,-503.0138888888889
3199,-464.5,-502.95454545454544
3200,-601.0,-503.1053846153846
3201,-494.5,-503.0921658986175
3202,-608.5,-503.25383435582825
3203,-464.5,-503.19448698315466
3204,-496.0,-503.1834862385321
3205,-475.0,-503.1404580152672
3206,-464.5,-503.0815548780488
3207,-464.5,-503.0228310502283
3208,-464.5,-502.9642857142857
3209,-514.0,-502.9810318664643
3210,-475.0,-502.93863636363636
3211,-512.5,-502.9531013615734
3212,-464.5,-502.8950151057402
3213,-464.5,-502.8371040723982
3214,-731.5,-503.18147590361446
3215,-464.5,-503.1233082706767
3216,-464.5,-503.06531531531533
3217,-464.5,-503.00749625187404
3218,-496.0,-502.99700598802394
3219,-464.5,-502.93946188340806
3220,-539.5,-502.99402985074624
3221,-476.5,-502.95454545454544
3222,-475.0,-502.91294642857144
3223,-464.5,-502.8558692421991
3224,-647.5,-503.07047477744806
3225,-511.0,-503.08222222222224
3226,-464.5,-503.0251479289941
3227,-500.5,-503.02141802067945
3228,-539.5,-503.07522123893807
3229,-476.5,-503.0360824742268
3230,-529.0,-503.07426470588234
3231,-464.5,-503.01762114537445
3232,-464.5,-502.96114369501464
3233,-551.5,-503.03221083455344
3234,-464.5,-502.97587719298247
3235,-464.5,-502.91970802919707
3236,-592.0,-503.04956268221576
3237,-464.5,-502.99344978165936
3238,-475.0,-502.95276162790697
3239,-524.5,-502.9840348330914
3240,-464.5,-502.92826086956524
3241,-464.5,-502.8726483357453
3242,-464.5,-502.8171965317919
3243,-475.0,-502.77705627705626
3244,-464.5,-502.7219020172911
3245,-520.0,-502.74676258992804
3246,-464.5,-502.69181034482756
3247,-464.5,-502.6370157819225
3248,-464.5,-502.5823782234957
3249,-464.5,-502.52789699570815
3250,-475.0,-502.48857142857145
3251,-607.0,-502.6376604850214
3252,-536.5,-502.68589743589746
3253,-607.0,-502.83428165007115
3254,-475.0,-502.7947443181818
3255,-475.0,-502.75531914893617
3256,-476.5,-502.71813031161474
3257,-464.5,-502.66407355021215
3258,-475.0,-502.625
3259,-491.5,-502.60930888575456
3260,-635.5,-502.79647887323944
3261,-475.0,-502.75738396624473
3262,-524.5,-502.7879213483146
3263,-607.0,-502.93408134642357
3264,-530.5,-502.9726890756302
3265,-464.5,-502.91888111888113
3266,-464.5,-502.86522346368713
3267,-517.0,-502.8849372384937
3268,-464.5,-502.8314763231198
3269,-464.5,-502.7781641168289
3270,-548.5,-502.84166666666664
3271,-464.5,-502.7884882108183
3272,-782.5,-503.17590027700834
3273,-539.5,-503.22614107883817
3274,-476.5,-503.189226519337
3275,-464.5,-503.13586206896554
3276,-476.5,-503.099173553719
3277,-464.5,-503.0460797799175
3278,-658.0,-503.25892857142856
3279,-625.0,-503.4259259259259
3280,-584.5,-503.53698630136984
3281,-464.5,-503.48358413132695
3282,-578.5,-503.5860655737705
3283,-878.5,-504.0975443383356
3284,-487.0,-504.0742506811989
3285,-464.5,-504.0204081632653
3286,-490.0,-504.0013586956522
3287,-464.5,-503.94776119402985
3288,-683.5,-504.1910569105691
3289,-464.5,-504.13734776725306
3290,-866.5,-504.62702702702705
3291,-464.5,-504.57287449392715
3292,-524.5,-504.599730458221
3293,-464.5,-504.5457604306864
3294,-464.5,-504.491935483871
3295,-464.5,-504.438255033557
3296,-464.5,-504.38471849865954
3297,-512.5,-504.3955823293173
3298,-464.5,-504.3422459893048
3299,-464.5,-504.2890520694259
3300,-476.5,-504.252
3301,-490.0,-504.2330226364847
3302,-620.5,-504.3876329787234
3303,-464.5,-504.33466135458167
3304,-475.0,-504.2957559681698
3305,-464.5,-504.24304635761587
3306,-464.5,-504.1904761904762
3307,-464.5,-504.13804491413475
3308,-464.5,-504.08575197889184
3309,-475.0,-504.0474308300395
3310,-520.0,-504.0684210526316
3311,-464.5,-504.01642575558475
3312,-550.0,-504.0767716535433
3313,-584.5,-504.1821756225426
3314,-464.5,-504.1302356020942
3315,-464.5,-504.078431372549
3316,-475.0,-504.04046997389037
3317,-464.5,-503.9889178617992
3318,-464.5,-503.9375
3319,-464.5,-503.88621586475944
3320,-605.5,-504.0181818181818
3321,-464.5,-503.96692607003894
3322,-464.5,-503.9158031088083
3323,-464.5,-503.8648124191462
3324,-464.5,-503.8139534883721
3325,-479.5,-503.7825806451613
3326,-475.0,-503.7454896907216
3327,-628.0,-503.9054054054054
3328,-464.5,-503.8547557840617
3329,-464.5,-503.80423620025675
3330,-524.5,-503.83076923076925
3331,-487.0,-503.809218950064
3332,-487.0,-503.78772378516624
3333,-464.5,-503.73754789272033
3334,-536.5,-503.77933673469386
3335,-583.0,-503.88025477707004
3336,-529.0,-503.912213740458
3337,-464.5,-503.86213468869124
3338,-464.5,-503.81218274111677
3339,-464.5,-503.7623574144487
3340,-464.5,-503.7126582278481
3341,-464.5,-503.6630847029077
3342,-500.5,-503.65909090909093
3343,-464.5,-503.609709962169
3344,-607.0,-503.73992443324937
3345,-715.0,-504.0056603773585
3346,-698.5,-504.25
3347,-569.5,-504.331869510665
3348,-605.5,-504.45864661654133
3349,-565.0,-504.53441802252814
3350,-577.0,-504.625
3351,-575.5,-504.7134831460674
3352,-464.5,-504.6633416458853
3353,-493.0,-504.6488169364882
3354,-464.5,-504.5988805970149
3355,-476.5,-504.5639751552795
3356,-605.5,-504.689205955335
3357,-464.5,-504.63940520446096
3358,-545.5,-504.6899752475247
3359,-464.5,-504.64029666254635
3360,-464.5,-504.5907407407407
3361,-464.5,-504.54130702836005
3362,-476.5,-504.5067733990148
3363,-502.0,-504.50369003690037
3364,-475.0,-504.4674447174447
3365,-542.5,-504.51411042944784
3366,-464.5,-504.46507352941177
3367,-545.5,-504.51529987760097
3368,-511.0,-504.52322738386306
3369,-475.0,-504.4871794871795
3370,-475.0,-504.4512195121951
3371,-475.0,-504.415347137637
3372,-926.5,-504.9288321167883
3373,-500.5,-504.92345078979343
3374,-583.0,-505.0182038834951
3375,-848.5,-505.43454545454546
3376,-464.5,-505.3849878934625
3377,-464.5,-505.3355501813785
3378,-464.5,-505.286231884058
3379,-464.5,-505.2370325693607
3380,-464.5,-505.1879518072289
3381,-514.0,-505.1985559566787
3382,-464.5,-505.1496394230769
3383,-695.5,-505.3781512605042
3384,-475.0,-505.341726618705
3385,-521.5,-505.36107784431135
3386,-464.5,-505.3122009569378
3387,-464.5,-505.26344086021504
3388,-535.0,-505.2989260143198
3389,-464.5,-505.2502979737783
3390,-464.5,-505.20178571428573
3391,-635.5,-505.35671819262785
3392,-475.0,-505.3206650831354
3393,-514.0,-505.33096085409255
3394,-476.5,-505.2968009478673
3395,-476.5,-505.2627218934911
3396,-491.5,-505.24645390070924
3397,-502.0,-505.2426210153483
3398,-913.0,-505.72346698113205
3399,-476.5,-505.68904593639576
3400,-475.0,-505.65294117647056
3401,-464.5,-505.6045828437133
3402,-566.5,-505.67605633802816
3403,-464.5,-505.6277842907386
3404,-464.5,-505.57962529274005
3405,-464.5,-505.5315789473684
3406,-464.5,-505.48364485981307
3407,-464.5,-505.4358226371062
3408,-464.5,-505.3881118881119
3409,-464.5,-505.3405122235157
3410,-464.5,-505.293023255814
3411,-703.0,-505.5226480836237
3412,-464.5,-505.47505800464035
3413,-464.5,-505.4275782155272
3414,-499.0,-505.4201388888889
3415,-464.5,-505.3728323699422
3416,-464.5,-505.3256351039261
3417,-464.5,-505.2785467128028
3418,-857.5,-505.684331797235
3419,-464.5,-505.63693901035674
3420,-680.5,-505.8379310344828
3421,-464.5,-505.79047072330656
3422,-580.0,-505.8755733944954
3423,-464.5,-505.82817869415805
3424,-476.5,-505.7946224256293
3425,-464.5,-505.7474285714286
3426,-464.5,-505.7003424657534
3427,-464.5,-505.6533637400228
3428,-499.0,-505.64578587699316
3429,-464.5,-505.598976109215
3430,-464.5,-505.55227272727274
3431,-464.5,-505.505675368899
3432,-514.0,-505.515306122449
3433,-464.5,-505.4688561721404
3434,-464.5,-505.4225113122172
3435,-464.5,-505.3762711864407
3436,-464.5,-505.3301354401806
3437,-464.5,-505.2841037204059
3438,-464.5,-505.2381756756757
3439,-542.5,-505.2800899887514
3440,-464.5,-505.23426966292135
3441,-464.5,-505.1885521885522
3442,-464.5,-505.1429372197309
3443,-586.0,-505.2334826427772
3444,-524.5,-505.255033557047
3445,-475.0,-505.2212290502793
3446,-475.0,-505.1875
3447,-536.5,-505.22240802675583
3448,-476.5,-505.1904231625835
3449,-464.5,-505.14516129032256
3450,-464.5,-505.1
3451,-464.5,-505.05493895671475
3452,-464.5,-505.009977827051
3453,-476.5,-504.9784053156146
3454,-464.5,-504.93362831858406
3455,-539.5,-504.9718232044199
3456,-464.5,-504.92715231788077
3457,-464.5,-504.88257993384786
3458,-464.5,-504.83810572687224
3459,-476.5,-504.8069306930693
3460,-464.5,-504.76263736263735
3461,-464.5,-504.718441273326
3462,-476.5,-504.6875
3463,-496.0,-504.6779846659365
3464,-464.5,-504.63402625820567
3465,-464.5,-504.59016393442624
3466,-464.5,-504.54639737991266
3467,-464.5,-504.50272628135224
3468,-719.5,-504.73692810457516
3469,-464.5,-504.6931447225245
3470,-577.0,-504.7717391304348
3471,-464.5,-504.72801302931595
3472,-464.5,-504.68438177874185
3473,-464.5,-504.64084507042253
3474,-476.5,-504.61038961038963
3475,-754.0,-504.88
3476,-502.0,-504.8768898488121
3477,-493.0,-504.86407766990294
3478,-566.5,-504.9304956896552
3479,-524.5,-504.951560818084
3480,-475.0,-504.9193548387097
3481,-685.0,-505.1127819548872
3482,-464.5,-505.0692060085837
3483,-539.5,-505.10610932475885
3484,-475.0,-505.07387580299786
3485,-464.5,-505.03048128342243
3486,-464.5,-504.9871794871795
3487,-646.0,-505.13767342582713
3488,-487.0,-505.11833688699363
3489,-464.5,-505.07507987220447
3490,-476.5,-505.04468085106384
3491,-464.5,-505.00159404888416
3492,-577.0,-505.078025477707
3493,-494.5,-505.0668080593849
3494,-464.5,-505.0238347457627
3495,-566.5,-505.0888888888889
3496,-464.5,-505.04598308668074
3497,-494.5,-505.0348468848997
3498,-464.5,-504.99208860759495
3499,-464.5,-504.9494204425711
3500,-464.5,-504.90684210526314
3501,-524.5,-504.9274447949527
3502,-565.0,-504.9905462184874
3503,-464.5,-504.9480587618048
3504,-464.5,-504.9056603773585
3505,-464.5,-504.8633507853403
3506,-464.5,-504.82112970711296
3507,-515.5,-504.8322884012539
3508,-607.0,-504.9389352818372
3509,-640.0,-505.0797705943691
3510,-496.0,-505.0703125
3511,-542.5,-505.1092611862643
3512,-476.5,-505.0795218295218
3513,-476.5,-505.0498442367601
3514,-476.5,-505.02022821576764
3515,-512.5,-505.0279792746114
3516,-509.5,-505.0326086956522
3517,-511.0,-505.0387797311272
3518,-710.5,-505.25103305785126
3519,-502.0,-505.24767801857587
3520,-677.5,-505.42525773195877
3521,-476.5,-505.3954685890834
3522,-521.5,-505.412037037037
3523,-464.5,-505.3699897225077
3524,-464.5,-505.3280287474333
3525,-638.5,-505.4646153846154
3526,-475.0,-505.43340163934425
3527,-515.5,-505.4437052200614
3528,-464.5,-505.40184049079755
3529,-475.0,-505.3707865168539
3530,-464.5,-505.3290816326531
3531,-464.5,-505.28746177370033
3532,-464.5,-505.2459266802444
3533,-547.0,-505.2884028484232
